Prime Minister Narendra Modi met Her Majesty Queen Maxima of the Kingdom of the Netherlands today.	প্ৰধানমন্ত্ৰী নৰেন্দ্ৰ মোদীয়ে আজি নেদাৰলেণ্ডছৰ মহাৰাণী মহামহিম মেক্সিমাক সাক্ষাৎ কৰে৷
The objective of this MoU is to promote bilateral cooperation in the field of sustainable and smart urban development on the basis of reciprocity and mutual benefit through exchange of knowledge, institutional cooperation, research & development and commercial relations on related issues.	এই বুজাবুজি চুক্তিৰ উদ্দেশ্য হৈছে বহনযোগ্য আৰু স্মাৰ্ট নগৰ উন্নয়নৰ ক্ষেত্ৰত জ্ঞানৰ বিনিময়, প্ৰতিষ্ঠানগত সহযোগিতা, গৱেষণা আৰু উন্নয়ন আৰু প্ৰাসংগিক বিষয়ৰ বাণিজ্যিক সম্পৰ্কৰ ভিত্তিত দ্বিপাক্ষিক সহযোগিতা বৃদ্ধি কৰা।
Areas of cooperation include smart urban solutions, liveability, sustainable and integrated urban planning, re-development and land use, integrated solid waste management including waste to energy, sustainable transport systems, water and sanitation management, energy efficiency, resource mobilization and other related areas mutually agreed upon.	এই চুক্তিৰ অধীনত স্মাৰ্ট নগৰ উন্নয়ন, বাসোপযোগী, বহনযোগ্য আৰু সংহত নগৰ পৰিকল্পনা, পুনৰ-উন্নয়নৰ আৰু ভূমি ব্যৱহাৰ, সংহত গোটা আৱৰ্জনা ব্যৱস্থাপনাকে ধৰি আৱৰ্জনাৰ পৰা শক্তি উৎপাদন, বহনযোগ্য পৰিবহন ব্যৱস্থা, পানী আৰু অনাময় ব্যৱস্থাপনা, শক্তিৰ অভাৱ, সম্পদ আহৰণ আৰু অন্যান্য প্ৰাসংগিক লাভজনিত বিষয়ত সহযোগিতা আগবঢ়াব।
Under this MoU, a Joint Working Group (JWG) will be set up to strategize and implement programmes on cooperation under the framework of the MoU.	এই বুজাবুজি চুক্তিৰ অধীনত এটি যুটীয়া কর্মী গোট গঠন কৰা হ’ব আৰু ই সেই বুজাবুজি চুক্তিৰ প্রস্তাৱিত বিভিন্ন প্রকল্প ৰূপায়ণত তদাৰক কৰিব।
The Joint Working Group will meet at intervals agreed upon by the Participants, alternately in Denmark and in India.	এই যুটীয়া কৰ্মী গোটটোৱে এবাৰ ডেনমাৰ্কত আৰু এবাৰ ভাৰতত বৈঠকত সুকীয়া সুকীয়াকৈ বিভিন্ন বৈঠকত মিলিত হ’ব।
The MoU will promote bilateral cooperation in the field of Sustainable and Smart Urban Development between the two countries.	এই বুজাবুজি চুক্তিয়ে বহনযোগ্য আৰু স্মাৰ্ট নগৰ উন্নয়নৰ ক্ষেত্ৰত দুয়ো দেশৰ মাজত সহযোগিতা বৃদ্ধি কৰিব।
“Heartiest congratulations to our space scientists for yet another successful launch of PSLV.	প্ৰধানমন্ত্ৰী শ্ৰী নৰেন্দ্ৰ মোদীয়ে পিএছএলভিৰ সফল উৎক্ষেপণৰ বাবে ইছৰ’ক অভিনন্দন জনাইছে৷
The Prime Minister, Shri Narendra Modi has spoken to Chief Minister of Kerala Shri Pinarayi Vijayan regarding flood situation in the state.	প্ৰধানমন্ত্ৰী শ্ৰী নৰেন্দ্ৰ মোদীয়ে কেৰালাৰ মুখ্যমন্ত্ৰী শ্ৰী পিনাৰায়ী বিজয়নৰ সৈতে ৰাজ্যখনৰ বান পৰিস্থিতিৰ সন্দৰ্ভত বাৰ্তালাপ কৰে।
The Prime Minister said, “Spoke to Kerala CM Shri Pinarayi Vijayan and discussed the situation arising due to floods in various parts of the state.	প্ৰধানমন্ত্ৰীয়ে কয়, “কেৰালাৰ মুখ্যমন্ত্ৰী শ্ৰী পিনাৰায়ী বিজয়নৰ সৈতে বাৰ্তালাপ কৰাৰ লগতে ৰাজ্যখনৰ বিভিন্ন প্ৰান্তত সৃষ্টি হোৱা বান পৰিস্থিতিৰ সন্দৰ্ভত আলোচনা কৰিলো।
Offered all possible assistance to those affected.	বানৰ ফলত ক্ষতিগ্ৰস্ত লোকসকলক সাম্ভাব্য সকলো ধৰণৰ সাহায্য আগবঢ়াম।
I believe that Mahatma Gandhi is still as relevant in today’s world as he was in his lifetime: Shri Narendra Modi	মহাত্মা গান্ধী তেওঁৰ জীৱনকালৰ দৰেই এতিয়াৰ সময়তো প্ৰাসংগিক হৈ আছে বুলি মই বিশ্বাস কৰোঃ শ্ৰী নৰেন্দ্ৰ মোদী
The National Salt Satyagraha Memorial, dedicated to the nation by the Prime Minister on January 30, 2019, recreates the spirit and the energy of one of the defining moments of India’s freedom struggle.	ভাৰতৰ প্ৰধানমন্ত্ৰীৰ পদ গ্ৰহণ কৰাৰ পিছত শ্ৰী নৰেন্দ্ৰ মোদীয়ে মহাত্মা গান্ধীৰ আদৰ্শ, চিন্তাধাৰা আৰু শিক্ষণসমূহ তেওঁৰ ভাষণৰ জৰিয়তে দেশ আৰু বিদেশত প্ৰচাৰ কৰাটো নিশ্চিত কৰিছিল৷
For the past four and half years, the scheme has been transformingthe length and breadth of India.	মহাত্মা গান্ধীৰ ঐতিহ্যক আগুৱাই লৈ যোৱাৰ ক্ষেত্ৰত এই লোণ সত্যাগ্ৰহ স্মাৰক আন এক পদক্ষেপ হিচাপে বিবেচিত হৈছে৷
Shri Narendra Modi also brought the Sabarmati Ashram, set up by Mahatma Gandhi in Ahmedabad, to the forefront of Indian diplomacy.	মহাত্মা গান্ধীৰ প্ৰিয় ভজন ‘‘বৈষ্ণৱ জন তো’’ ১২৪খন দেশৰ শিল্পীয়ে পৰিৱেশন কৰিছিল৷ এই প্ৰকল্পৰ দ্বাৰা ভাৰতীয় ভজনক বিশ্বজনীন কৰা হৈছিল৷
From Brisbane to Hannover to Ashgabat, the Prime Ministerhasunveiled busts or statues of Bapu, creating a lasting awareness about the Mahatma, overseas.	ব্ৰিছবেনৰ পৰা হেন’ভাৰ তথা আশগাবাটলৈ প্ৰধানমন্ত্ৰীয়ে বাপুৰ বিভিন্ন মুৰ্তি মুকলি কৰি সমগ্ৰ বিশ্বতে মহাত্মাৰ বিষয়ে সজাগতাৰ সৃষ্টি কৰিছে৷
He stressed on the importance of improving the speed of grievance disposal, so that the problems of ex-servicemen can be positively resolved in the shortest possible time.	আজি ২৫ সংখ্যক বৈঠকত প্ৰধানমন্ত্ৰীয়ে প্ৰাক্তন সৈনিকৰ কল্যাণৰ সৈতে জড়িত অভিযোগ নিষ্পত্তিৰো বুজ লয়৷ অভিযোগ নিষ্পত্তিৰ গতি ক্ষিপ্ৰ হোৱাৰ ওপৰত তেওঁ জোৰ দিয়ে, যাতে কম সময়ৰ ভিতৰত প্ৰাক্তন সৈনিকসকলৰ সমস্যা ইতিবাচকভাৱে সমাধান হয়৷
The Union Cabinet chaired by Prime Minister Shri Narendra Modi today has approved establishment of two new All India Institute of Medical Sciences (AIIMS) at Madurai, Tamil Nadu at a cost of Rs 1,264 crore and Bibinagar, Telangana at a cost of Rs 1,028 crore.	প্ৰধানমন্ত্ৰী শ্ৰী নৰেন্দ্ৰ মোদীৰ অধ্যক্ষতাত আজি অনুষ্ঠিত কেন্দ্ৰীয় কেবিনেটে তামিলনাডুৰ মাডুৰাইত ১,২৬৪কোটি আৰু তেলেংগনাৰ বিবিনগৰত ১,০২৮ কোটি টকা ব্যয় সাপেক্ষে দুখন নতুন এইমছ স্থাপনত অনুমোদন জনাইছে৷ প্ৰধানমন্ত্ৰী স্বাস্থ্য সুৰক্ষা যোজনাৰ অধীনত এইমছ দুখন স্থাপন কৰা হৈছে৷
The AIIMS will be set up under Pradhan MantriSwasthya Suraksha Yojana (PMSSY).	কেন্দ্ৰীয় কেবিনেটে দুয়োখন এইমছৰ বাবে এগৰাকীকৈ অধ্যক্ষ নিযুক্তিতো অনুমোদন জনায়৷ তেওঁলোকৰ আৰম্ভণি দৰমহা হ’ব ২,২৫,০০০টকা৷
• Each new AIIMS will have 15-20 Super Specialty Departments.	প্ৰত্যেক নতুন এইমছত ১৫-২০টা ছুপাৰ স্পেচিয়েলিটী বিভাগ থাকিব৷
• Each new AIIMS will add around 750 hospital beds.	প্ৰত্যেক নতুন এইমছত প্ৰায় ৭৫০ হস্পিটাল বিছনা উপলব্ধ হ’ব৷
• As per data of current functional AIIMS, it is expected that each new AIIMS would cater to around 1500 Outdoor patients per day and around 1000 Indoor patients per month.	বৰ্তমানৰ কাৰ্যক্ষম এইমছৰ পৰিসংখ্যা অনুসৰি, প্ৰত্যেকখন নতুন এইমছে দৈনিক প্ৰায় ১৫০০ আউটড’ৰ ৰোগী আৰু মাহেকত প্ৰায় ১০০০ ইনড’ৰ ৰোগীক চিকিৎসা সুবিধা আগবঢ়াব৷
