Prime Minister Narendra Modi met Her Majesty Queen Maxima of the Kingdom of the Netherlands today.	নতুন দিল্লিতে সোমবার প্রধানমন্ত্রী শ্রী নরেন্দ্র মোদীর সঙ্গে নেদারন্যান্ডসের মহারানী ম্যাক্সিমা সাক্ষাৎ করেন।
Today, she presented one Pashmina shawl to the Prime Minister, during the interaction.	প্রধানমন্ত্রীরসঙ্গে আলাপচারিতাকালে তাঁকে নিজের তৈরি একটি শালও তিনি উপহার দেন।
Mr. Rajendra Singh from Dehradun is an ex-Armyman.	প্রাক্তনসমরকর্মী শ্রী রাজেন্দ্র সিং এসেছিলেন দেরাদুন থেকে।
He has not only been able to successfully set up his business, but has also generated employment for a few other persons.	কিন্তু শুধুমাত্র ব্যবসা শুরু করাই নয়, আরও বেশ কিছু লোকেরকর্মসংস্থানের সুযোগও তিনি সৃষ্টি করেছেন তাঁর এই উদ্যোগের মাধ্যমে।
He was earlier unemployed.	তিনি একসময় বেকার ছিলেন।
Now, he has a business of manufacturing and trading of steel products.	কিন্তু ৫ লক্ষ টাকার ‘মুদ্রা’ঋণের সাহায্যে তিনি ইস্পাতের জিনিসপত্র তৈরির ব্যবসা শুরু করেন।
He shared his experiences with the Prime Minister today.	তাঁর এই উত্তরণেরকাহিনী তিনি আজ বিবৃত করেন প্রধানমন্ত্রীর কাছে।
With the help of a Mudra Loan worth Rs. 5 lakh, he was able to start his own business of trading pesticides and fertilizers, and has now been able to generate employment for several other persons.	তাই, ৫ লক্ষ টাকার ‘মুদ্রা’ ঋণের সাহায্যগ্রহণ করে তিনি কীটনাশক ও সার বিপণনের একটি ব্যবসা শুরু করেন।
He shared his experiences with the Prime Minister today.	তাঁর এই প্রচেষ্টায়কর্মসংস্থানের সুযোগ পেয়েছেন আরও বেশ কয়েকজন।
He said that one of the aims of this scheme is also to increase self-confidence among the people.	এই কর্মসূচির অন্যতমলক্ষ্য হল সাধারণ মানুষের মধ্যে আত্মবিশ্বাস প্রতিষ্ঠা।
He said that so far, the conventional thinking has been that employment is generated either in the public sector or in the private sector.	এতদিন পর্যন্ত মানুষের ধারণাছিল যে কর্মসংস্থানের সুযোগ পাওয়া সম্ভব শুধুমাত্র সরকারি এবং বেসরকারিক্ষেত্রগুলিতে।
This scheme, he said, has helped in the development of the “personal sector,” as a means of livelihood and self-employment.	কিন্তু এর বাইরেও শুধুমাত্র ব্যক্তিগত প্রচেষ্টায় যে আয় ও উপার্জনবৃদ্ধি এবং স্বনির্ভরতার সুযোগ লাভ সম্ভব, ‘মুদ্রা’ ঋণ কর্মসূচি তা প্রমাণ করেছে।
The Prime Minister, Shri Narendra Modi, has greeted people on the auspicious occasion of Buddha Purnima.	বুদ্ধপূর্ণিমার পুণ্য মুহূর্তে দেশবাসীকে শুভেচ্ছা ও অভিনন্দনজানিয়েছেন প্রধানমন্ত্রী শ্রী নরেন্দ্র মোদী।
The Prime Minister in his message has said:	এক বার্তায় তিনি বলেছেন :
“Buddha Purnima greetings to everyone.	‘ প্রত্যেককে জানাই বুদ্ধপূর্ণিমার অভিনন্দন।
Today we remember the exemplary ideals of Gautama Buddha.	আজকের এই বিশেষ দিনটিতে আমরা স্মরণকরি গৌতম বুদ্ধের অনুসরণযোগ্য আদর্শকে।
His noble thoughts will continue to guide generations.	তাঁর মহান চিন্তাভাবনা পরবর্তীপ্রজন্মগুলিকে পথপ্রদর্শন করবে।
PM to attend 14th ASEAN-India Summit and 11th East Asia Summit at Vientiane, Laos	আজ থেকে চতুর্দশ আসিয়ান-ভারত শীর্ষ বৈঠক এবং একাদশ পূর্ব এশিয়া শীর্ষ বৈঠক অনুষ্ঠিত হচ্ছে লাওস-এর রাজধানী শহর ভিয়েনটান-এ।
The Prime Minister, Shri Narendra Modi will be attending 14th ASEAN-India Summit and 11th East Asia Summit at Vientiane, capital city of Laos from 7 September 2016 to 8 September 2016.	এই শীর্ষ বৈঠক দুটিতে অংশগ্রহণ করছেন ভারতের প্রধানমন্ত্রী শ্রী নরেন্দ্র মোদী।
In a post from his Facebook account the Prime Minister said:	এইসফর সম্পর্কে প্রধানমন্ত্রী তাঁর ফেসবুক অ্যাকাউন্টে লিখেছেন :
This is the third time I am attending these Summits.	এই নিয়ে তৃতীয়বার এই বৈঠকগুলিতে অংশগ্রহণ করছি আমি।
Our strategic partnership with ASEAN is also important for safeguarding and promoting our security interests and countering traditional and non-traditional security challenges in the region.	আমাদের নিরাপত্তা সংক্রান্তস্বার্থ রক্ষায় ও তার বিকাশে এবং এই অঞ্চলের পুরনো ও নতুন নিরাপত্তা সংক্রান্তচ্যালেঞ্জগুলির মোকাবিলায় আসিয়ানের সঙ্গে আমাদের কৌশলগত অংশীদারিত্বের সম্পর্কওবিশেষ গুরুত্বপূর্ণ।
